danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_id,track_name,artist_name,album_name
0.82,0.466,10,-8.946,0,0.301,0.0496,5.45e-06,0.104,0.556,80.942,audio_features,53JqTGiqfRuNwC54WAIG6H,spotify:track:53JqTGiqfRuNwC54WAIG6H,https://api.spotify.com/v1/tracks/53JqTGiqfRuNwC54WAIG6H,https://api.spotify.com/v1/audio-analysis/53JqTGiqfRuNwC54WAIG6H,137813,4,53JqTGiqfRuNwC54WAIG6H,LLC,Money Man,LLC
0.823,0.521,0,-9.029,0,0.501,0.0752,0,0.0976,0.661,148.083,audio_features,4YAH2RzSQ78Oz8lqL9CS13,spotify:track:4YAH2RzSQ78Oz8lqL9CS13,https://api.spotify.com/v1/tracks/4YAH2RzSQ78Oz8lqL9CS13,https://api.spotify.com/v1/audio-analysis/4YAH2RzSQ78Oz8lqL9CS13,121575,4,4YAH2RzSQ78Oz8lqL9CS13,Thot Thot,JayDaYoungan,Forever 23
0.533,0.59,4,-13.662,0,0.409,0.072,2.23e-06,0.172,0.373,160.035,audio_features,2HYeSE78ngSfNUaQu0kyXn,spotify:track:2HYeSE78ngSfNUaQu0kyXn,https://api.spotify.com/v1/tracks/2HYeSE78ngSfNUaQu0kyXn,https://api.spotify.com/v1/audio-analysis/2HYeSE78ngSfNUaQu0kyXn,132048,4,2HYeSE78ngSfNUaQu0kyXn,New Wave,Wizz Havinn,New Wave
0.822,0.56,4,-9.126,0,0.0635,0.117,0,0.191,0.148,141.982,audio_features,6i0uW748D3VqDae1iwhyik,spotify:track:6i0uW748D3VqDae1iwhyik,https://api.spotify.com/v1/tracks/6i0uW748D3VqDae1iwhyik,https://api.spotify.com/v1/audio-analysis/6i0uW748D3VqDae1iwhyik,111868,4,6i0uW748D3VqDae1iwhyik,Imagine!,Dina Ayada,SUPERSTAR! (Deluxe)
0.851,0.642,1,-5.281,1,0.216,0.0658,0,0.0713,0.701,143.091,audio_features,7iTTWHbr4tAlsRJN4m4bay,spotify:track:7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/tracks/7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/audio-analysis/7iTTWHbr4tAlsRJN4m4bay,148115,4,7iTTWHbr4tAlsRJN4m4bay,Strike (Holster),Lil Yachty,Strike (Holster)
0.697,0.674,1,-6.326,1,0.0533,0.00215,0,0.138,0.198,81.535,audio_features,43CIWpJaJHRcI4mUSjqgc2,spotify:track:43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/tracks/43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/audio-analysis/43CIWpJaJHRcI4mUSjqgc2,157355,4,43CIWpJaJHRcI4mUSjqgc2,Bad Boy (with Young Thug),Juice WRLD,Bad Boy (with Young Thug)
0.597,0.689,5,-4.303,1,0.446,0.467,0,0.562,0.644,118.35,audio_features,4VA2prpKDv7ywbnPFfPrWS,spotify:track:4VA2prpKDv7ywbnPFfPrWS,https://api.spotify.com/v1/tracks/4VA2prpKDv7ywbnPFfPrWS,https://api.spotify.com/v1/audio-analysis/4VA2prpKDv7ywbnPFfPrWS,142315,4,4VA2prpKDv7ywbnPFfPrWS,ROLANDO (Caught In The Rain),DUSTY LOCANE,UNTAMED
0.716,0.757,5,-6.164,1,0.29,0.579,0,0.0998,0.753,140.012,audio_features,3PbRjYudOMppYH3vjW0o8c,spotify:track:3PbRjYudOMppYH3vjW0o8c,https://api.spotify.com/v1/tracks/3PbRjYudOMppYH3vjW0o8c,https://api.spotify.com/v1/audio-analysis/3PbRjYudOMppYH3vjW0o8c,153964,4,3PbRjYudOMppYH3vjW0o8c,Being Honest,Kay Flock,The D.O.A. Tape
0.543,0.766,0,-3.387,0,0.343,0.423,0,0.155,0.729,106.869,audio_features,05aZ9sAU1YXndHv0FMi9iW,spotify:track:05aZ9sAU1YXndHv0FMi9iW,https://api.spotify.com/v1/tracks/05aZ9sAU1YXndHv0FMi9iW,https://api.spotify.com/v1/audio-analysis/05aZ9sAU1YXndHv0FMi9iW,204805,3,05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),Drake,Dark Lane Demo Tapes
0.916,0.756,0,-7.653,1,0.188,0.0942,0,0.23,0.756,115.69,audio_features,7KVPsVMOK3NL7subwJ0dZj,spotify:track:7KVPsVMOK3NL7subwJ0dZj,https://api.spotify.com/v1/tracks/7KVPsVMOK3NL7subwJ0dZj,https://api.spotify.com/v1/audio-analysis/7KVPsVMOK3NL7subwJ0dZj,151539,4,7KVPsVMOK3NL7subwJ0dZj,Who You Foolin,Gunna,Drip or Drown 2
0.876,0.733,10,-4.478,0,0.333,0.0208,0,0.0999,0.962,154.904,audio_features,6klLvorLoo1sxvZcjJIY8I,spotify:track:6klLvorLoo1sxvZcjJIY8I,https://api.spotify.com/v1/tracks/6klLvorLoo1sxvZcjJIY8I,https://api.spotify.com/v1/audio-analysis/6klLvorLoo1sxvZcjJIY8I,148630,4,6klLvorLoo1sxvZcjJIY8I,Make No Sense,YoungBoy Never Broke Again,AI YoungBoy 2
0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,audio_features,1rlIrbWboTRGeKfHhgbJRZ,spotify:track:1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/tracks/1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/audio-analysis/1rlIrbWboTRGeKfHhgbJRZ,156195,4,1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake),Quavo,QUAVO HUNCHO
0.704,0.537,0,-8.565,1,0.302,0.223,0,0.122,0.7,77.444,audio_features,2ZXxRC6V6AXzMdbLQZMHSB,spotify:track:2ZXxRC6V6AXzMdbLQZMHSB,https://api.spotify.com/v1/tracks/2ZXxRC6V6AXzMdbLQZMHSB,https://api.spotify.com/v1/audio-analysis/2ZXxRC6V6AXzMdbLQZMHSB,123871,4,2ZXxRC6V6AXzMdbLQZMHSB,LOT OF ME,Lil Tecca,We Love You Tecca 2
0.802,0.737,6,-4.862,0,0.0757,0.275,0,0.113,0.712,127.013,audio_features,3TcKJZF01kCz0yyadk3gsI,spotify:track:3TcKJZF01kCz0yyadk3gsI,https://api.spotify.com/v1/tracks/3TcKJZF01kCz0yyadk3gsI,https://api.spotify.com/v1/audio-analysis/3TcKJZF01kCz0yyadk3gsI,211654,4,3TcKJZF01kCz0yyadk3gsI,Havin My Way (feat. Lil Durk),Lil Skies,Unbothered
0.55,0.637,8,-5.212,1,0.163,0.597,0,0.129,0.535,84.448,audio_features,3zc8VZEpM1onYV4FWGdFvm,spotify:track:3zc8VZEpM1onYV4FWGdFvm,https://api.spotify.com/v1/tracks/3zc8VZEpM1onYV4FWGdFvm,https://api.spotify.com/v1/audio-analysis/3zc8VZEpM1onYV4FWGdFvm,160078,4,3zc8VZEpM1onYV4FWGdFvm,Tombstone,Rod Wave,SoulFly
0.644,0.597,6,-8.305,0,0.206,0.0167,5.41e-05,0.112,0.341,139.969,audio_features,0wIdpFIZqaKyscPAMSQ9wq,spotify:track:0wIdpFIZqaKyscPAMSQ9wq,https://api.spotify.com/v1/tracks/0wIdpFIZqaKyscPAMSQ9wq,https://api.spotify.com/v1/audio-analysis/0wIdpFIZqaKyscPAMSQ9wq,246857,4,0wIdpFIZqaKyscPAMSQ9wq,Yeah Yeah,Young Nudy,Slimeball
0.821,0.572,5,-6.192,0,0.166,0.00495,0,0.107,0.35,155.699,audio_features,3ABFD8SzXwMbUspLFxbbwK,spotify:track:3ABFD8SzXwMbUspLFxbbwK,https://api.spotify.com/v1/tracks/3ABFD8SzXwMbUspLFxbbwK,https://api.spotify.com/v1/audio-analysis/3ABFD8SzXwMbUspLFxbbwK,160267,4,3ABFD8SzXwMbUspLFxbbwK,how you did that (feat. Kodak Black),Gunna,DS4EVER
0.765,0.553,11,-7.116,0,0.358,0.00822,0,0.206,0.565,154.971,audio_features,4VcPtoOpK3oBMDZJ9Ptp9f,spotify:track:4VcPtoOpK3oBMDZJ9Ptp9f,https://api.spotify.com/v1/tracks/4VcPtoOpK3oBMDZJ9Ptp9f,https://api.spotify.com/v1/audio-analysis/4VcPtoOpK3oBMDZJ9Ptp9f,184258,4,4VcPtoOpK3oBMDZJ9Ptp9f,No Auto Durk,Only The Family,"Lil Durk Presents: Only the Family Involved, Vol. 2"
0.821,0.304,0,-6.576,1,0.114,0.0175,0,0.118,0.217,78.089,audio_features,4l8CIibQf8cVk5BcrquSiD,spotify:track:4l8CIibQf8cVk5BcrquSiD,https://api.spotify.com/v1/tracks/4l8CIibQf8cVk5BcrquSiD,https://api.spotify.com/v1/audio-analysis/4l8CIibQf8cVk5BcrquSiD,65046,4,4l8CIibQf8cVk5BcrquSiD,Opp Stoppa,YBN Nahmir,VISIONLAND
0.738,0.657,3,-8.737,0,0.109,0.164,0,0.163,0.716,159.01,audio_features,7AOtINPzQ4N4JVXk7ygZZz,spotify:track:7AOtINPzQ4N4JVXk7ygZZz,https://api.spotify.com/v1/tracks/7AOtINPzQ4N4JVXk7ygZZz,https://api.spotify.com/v1/audio-analysis/7AOtINPzQ4N4JVXk7ygZZz,135849,4,7AOtINPzQ4N4JVXk7ygZZz,Intro,Roddy Ricch,Please Excuse Me for Being Antisocial
0.901,0.612,4,-8.77,1,0.469,0.0853,0,0.236,0.78,139.904,audio_features,0eu0YHRc7cnMjtAQOE7Xyb,spotify:track:0eu0YHRc7cnMjtAQOE7Xyb,https://api.spotify.com/v1/tracks/0eu0YHRc7cnMjtAQOE7Xyb,https://api.spotify.com/v1/audio-analysis/0eu0YHRc7cnMjtAQOE7Xyb,123480,4,0eu0YHRc7cnMjtAQOE7Xyb,Murder Rate (feat. Polo G),Blueface,Find The Beat
0.876,0.551,5,-6.872,0,0.0992,0.233,0,0.185,0.685,134.946,audio_features,37If4sC0Si28T6z63qhR5z,spotify:track:37If4sC0Si28T6z63qhR5z,https://api.spotify.com/v1/tracks/37If4sC0Si28T6z63qhR5z,https://api.spotify.com/v1/audio-analysis/37If4sC0Si28T6z63qhR5z,199111,4,37If4sC0Si28T6z63qhR5z,Nothing Changed,Quavo,Only Built For Infinity Links
0.793,0.547,1,-6.88,1,0.0449,0.144,0,0.113,0.426,119.958,audio_features,6XgePBEtC8kcXybummLElW,spotify:track:6XgePBEtC8kcXybummLElW,https://api.spotify.com/v1/tracks/6XgePBEtC8kcXybummLElW,https://api.spotify.com/v1/audio-analysis/6XgePBEtC8kcXybummLElW,194000,4,6XgePBEtC8kcXybummLElW,Strings,iann dior,Industry Plant
0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115,audio_features,3nS9a01VvXHQriLqJYwRqG,spotify:track:3nS9a01VvXHQriLqJYwRqG,https://api.spotify.com/v1/tracks/3nS9a01VvXHQriLqJYwRqG,https://api.spotify.com/v1/audio-analysis/3nS9a01VvXHQriLqJYwRqG,197760,4,3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,WUNNA
0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,audio_features,3NxFTRr0692mbC5hD0nEZD,spotify:track:3NxFTRr0692mbC5hD0nEZD,https://api.spotify.com/v1/tracks/3NxFTRr0692mbC5hD0nEZD,https://api.spotify.com/v1/audio-analysis/3NxFTRr0692mbC5hD0nEZD,128014,4,3NxFTRr0692mbC5hD0nEZD,Onna Come Up,Lil Eazzyy,Onna Come Up
0.414,0.791,1,-4.847,0,0.0661,0.381,0.00102,0.375,0.588,151.895,audio_features,04HeNxRRVjcwctfp2K2kMu,spotify:track:04HeNxRRVjcwctfp2K2kMu,https://api.spotify.com/v1/tracks/04HeNxRRVjcwctfp2K2kMu,https://api.spotify.com/v1/audio-analysis/04HeNxRRVjcwctfp2K2kMu,190581,4,04HeNxRRVjcwctfp2K2kMu,the ride-,Lil Yachty,Let’s Start Here.
0.685,0.515,4,-8.666,0,0.291,0.548,0,0.119,0.299,162.071,audio_features,3h3NKhcfHkr6GvEpC3FRI5,spotify:track:3h3NKhcfHkr6GvEpC3FRI5,https://api.spotify.com/v1/tracks/3h3NKhcfHkr6GvEpC3FRI5,https://api.spotify.com/v1/audio-analysis/3h3NKhcfHkr6GvEpC3FRI5,131968,4,3h3NKhcfHkr6GvEpC3FRI5,Toxic,Polo G,Hall of Fame
